name,city,state,address,phone,website,rating,reviews_count,category,subtypes,latitude,longitude,postal_code,source,confirmed,confidence,place_id,photo,reviews_link,booking_link,maps_link,verified
Utah Fitness Institute,Salt Lake City,UT,"2024 S 700 E, Salt Lake City, UT 84105",8013269126,http://www.utahfitnessinstitute.com/,5.0,38,Personal trainer,"Personal trainer, Physical fitness program",40.726092,-111.871535,84105,outscraper,True,high,ChIJ59kB9LqKUocRoZtdvK5AQuo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZ66i2MffWRIHuUFDY-LIsHRwbjEGuzvE6WHz78qMH21337AwcjmQxRHjOxZN70vUMx0sCqe07YYUmFLOLiSbhcr1B08YwGijDiMFN4e52s-BxPQMjSC4s3t7BStq6iHAIGoZWjstJWA9_=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ59kB9LqKUocRoZtdvK5AQuo&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Utah+Fitness+Institute/@40.726092,-111.871535,14z/data=!4m8!1m2!2m1!1sUtah+Fitness+Institute!3m4!1s0x87528abaf401d9e7:0xea4240aebc5d9ba1!8m2!3d40.726092!4d-111.871535",True
Sports Medicine & Performance Center - Park City,Park City,UT,"900 Round Valley Dr #110, Park City, UT 84060",4353333535,https://intermountainhealthcare.org/locations/sports-medicine-performance-center,5.0,67,Internist,"Medical clinic, Internist",40.6876928,-111.4694162,84060,outscraper,True,high,ChIJXw4Pgc4SUocRfjPM4YX7oZw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGaVn0N5Z0R2WEmtqhvXGI8HmIOJTBn8e_ji-9Ig66dJcyqNBSxvlr--3f6LAlHLvHaAZx9W3k27rjSs5MxvoRp8yKEtKdm5zCrAm9LiX_XYRt-HaBW-mZD9QehvATfaIKLNqwpEA=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJXw4Pgc4SUocRfjPM4YX7oZw&q=*&authuser=0&hl=en&gl=US,https://intermountainhealthcare.org/locations/sports-medicine-performance-center,"https://www.google.com/maps/place/Sports+Medicine+%26+Performance+Center+-+Park+City/@40.6876928,-111.4694162,14z/data=!4m8!1m2!2m1!1sSports+Medicine+%26+Performance+Center+-+Park+City!3m4!1s0x875212ce810f0e5f:0x9ca1fb85e1cc337e!8m2!3d40.6876928!4d-111.4694162",True
DexaFit North Jersey,Paramus,NJ,"27 Madison Ave # 50, Paramus, NJ 07652",2013511591,http://dexafitnj.com/,4.9,106,Wellness center,Wellness center,40.922437699999996,-74.0704856,07652,outscraper,True,high,ChIJrT3nJfP7wokRTxWKJhVuFYM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgkbauR8rO8mDtYuWAhpOX7nRzabahDTRgsTbi_MpoYLOhGoXbJjbiw4tAzVNSJcDQ8Fn_KKf8iZPRRD3gO50uMDaEXRaejCi4bRmyrP2pSVuU6FxoCgZlRfvKMbDoMDnbRjXsKg=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJrT3nJfP7wokRTxWKJhVuFYM&q=*&authuser=0&hl=en&gl=US,https://dexafitnj.as.me?rwg_token=AFd1xnES0u8GzNtZWBZg1YgldB6svQ_gAcnzyNIEqL_3GVqm6II92H2DTK1KQPlXFwbOXkZUmZqAnXzP9uf-QxpDXR0ch1H5M4sFadn70AZc913J6ghgTMU=,"https://www.google.com/maps/place/DexaFit+North+Jersey/@40.922437699999996,-74.0704856,14z/data=!4m8!1m2!2m1!1sDexaFit+North+Jersey!3m4!1s0x89c2fbf325e73dad:0x83156e15268a154f!8m2!3d40.922437699999996!4d-74.0704856",True
UF Health Fitness and Wellness Center,Gainesville,FL,"Shands South Parking Garage, 1310 SW 13th St, Gainesville, FL 32608",3527330834,https://ufhealth.org/locations/uf-health-fitness-and-wellness-center,4.8,20,Wellness center,"Gym, Wellness center, Rehabilitation center",29.638416099999997,-82.33947859999999,32608,outscraper,True,high,ChIJtQn8tJij6IgRAIxpqzra0-8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEG3EtoRg-3xR2j6LhWTJrr6UPEtgWvfCUyxvBjwigyFg0TwB7Sw_SzW2RLk3aNCrZs5kodSnBgCMj00m0v20CIaitTLpQ9P93FgKvCNUohKxdSReOzGDdfMMJJi6mtAyUJXkm_=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJtQn8tJij6IgRAIxpqzra0-8&q=*&authuser=0&hl=en&gl=US,https://ufhealth.org/request-medical-or-dental-appointment?title=&specialty=Orthopaedics and Rehabilitation&url=https://ufhealth.org/uf-health-fitness-and-wellness-center,"https://www.google.com/maps/place/UF+Health+Fitness+and+Wellness+Center/@29.638416099999997,-82.33947859999999,14z/data=!4m8!1m2!2m1!1sUF+Health+Fitness+and+Wellness+Center!3m4!1s0x88e8a398b4fc09b5:0xefd3da3aab698c00!8m2!3d29.638416099999997!4d-82.33947859999999",True
Customized Nutrition & Exercise Gym,Boulder,CO,"4770 Pearl St STE A, Boulder, CO 80301",3034438787,http://www.cneboulder.com/,5.0,280.0,Gym,"Gym, Fitness center, Health consultant, Personal trainer, Physical fitness program, Vitamin & supplements store, Weight loss service, Weightlifting area",40.024932799999995,-105.2424163,80301,outscraper,True,high,ChIJC9_jm3fua4cRxzXPOidea7U,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2-NAW-gJkenkHjc_tUp90VMQF0MyTGjc3tsItZqgBqo62-0dFa3hT96LrnY0rgjjKMf8yakSiZDYte04azET4-qQHp3hFBWRfKCQ6lCOcPq4OI2GpkhZQvSMJwROmpBkcXVsC4Q=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJC9_jm3fua4cRxzXPOidea7U&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Customized+Nutrition+%26+Exercise+Gym/@40.024932799999995,-105.2424163,14z/data=!4m8!1m2!2m1!1sCustomized+Nutrition+%26+Exercise+Gym!3m4!1s0x876bee779be3df0b:0xb56b5e273acf35c7!8m2!3d40.024932799999995!4d-105.2424163",True
UW Health Science Dr Medical Center Fitness Center,Madison,WI,"621 Science Dr #1074, Madison, WI 53711",6082637936,https://www.uwhealth.org/locations/science-dr-medical-center-139/fitness-center-821,4.5,15,Gym,Gym,43.054269399999995,-89.46991349999999,53711,outscraper,True,high,ChIJVSvlxBWtB4gR6wOqzxX-GtU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFh6N6vZpTcgwQYfTJBz8LFUS_mU6pjMNcelw3Z8QDQBxp-sauVijtGUsEHc1AWj-1Ckh8QNq-K9lNjJf_AM45dxVI3IYN8K4tEUVwye2QVVXbDVZe0EsvRM8kuWCo7puTXRwtnLA=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJVSvlxBWtB4gR6wOqzxX-GtU&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/UW+Health+Science+Dr+Medical+Center+Fitness+Center/@43.054269399999995,-89.46991349999999,14z/data=!4m8!1m2!2m1!1sUW+Health+Science+Dr+Medical+Center+Fitness+Center!3m4!1s0x8807ad15c4e52b55:0xd51afe15cfaa03eb!8m2!3d43.054269399999995!4d-89.46991349999999",True
Comprehensive Metabolic Solutions,Madison,AL,"423 Jasmine Dr, Madison, AL 35757",6622511928,https://comprehensivemetabolic.com/,5.0,5,Personal trainer,"Personal trainer, Health consultant, Nutritionist, Weight loss service",34.7982082,-86.7253604,35757,outscraper,True,high,ChIJtS_hy1dpYogRHbQDMIVYFg8,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R6TPO0rPdSYHnX3WYPOTyg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=79.92433&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJtS_hy1dpYogRHbQDMIVYFg8&q=*&authuser=0&hl=en&gl=US,https://comprehensivemetabolic.com?rwg_token=AFd1xnGJ_jQh2kQsLKDPo1GCIqZCD4MlS8UCW7ExhYEJhCqQdsRYCT7htf3RIwvJIxj8S6dslaZ1oOlygZFRTMzFPm5AI2CXkFVay2wgT7p7eLXZwwHP7xo=,"https://www.google.com/maps/place/Comprehensive+Metabolic+Solutions/@34.7982082,-86.7253604,14z/data=!4m8!1m2!2m1!1sComprehensive+Metabolic+Solutions!3m4!1s0x88626957cbe12fb5:0xf1658853003b41d!8m2!3d34.7982082!4d-86.7253604",True
Lifespring Health Center,Knoxville,TN,"3214 Tazewell Pike #105, Knoxville, TN 37918",8652294259,https://lifespringhealthcenter.com/,5.0,54.0,Medical clinic,"Weight loss service, Holistic medicine practitioner, Internist, Medical clinic, Wellness center",36.028631,-83.9200839,37918,outscraper,True,high,ChIJnQCftZkXXIgR8vGcAmsiaqA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFu8jWtzXpwXkF__9y0CFCdj-Txj-Nbat4sxlEFqbspcD90bLo282zlk4eempGnUuEzyVJ55CC8tJcbwWL-Ug7M5KU2AIaJyh8UQW8o8ZPuP0ljS_NeB7owoLC5r6YUxAM-oRH7OA=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJnQCftZkXXIgR8vGcAmsiaqA&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Lifespring+Health+Center/@36.028631,-83.9200839,14z/data=!4m8!1m2!2m1!1sLifespring+Health+Center!3m4!1s0x885c1799b59f009d:0xa06a226b029cf1f2!8m2!3d36.028631!4d-83.9200839",True
Covenant Health Fitness Center,Knoxville,TN,"270 Fort Sanders W Blvd, Knoxville, TN 37922",8655315000,https://www.fshfcknoxvillegym.com/,4.4,340.0,Fitness center,"Fitness center, Physical fitness program, Wellness center",35.8994064,-84.1192932,37922,outscraper,True,high,ChIJ14KNUnQvXIgRkkszNpK2q_Q,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGH7ya8j069-OQokn0-R1o48_PgmydiJYCqudwdGH5v4S6G3KNIFhvEp1z8Ad2hjFvisja1iCCG4kOp4Gcx_qkolnFCnQgwR5jyJy11xJJlCsk_e0C8lV2NPEOKX2v8bT-Mdw4=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ14KNUnQvXIgRkkszNpK2q_Q&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Covenant+Health+Fitness+Center/@35.8994064,-84.1192932,14z/data=!4m8!1m2!2m1!1sCovenant+Health+Fitness+Center!3m4!1s0x885c2f74528d82d7:0xf4abb69236334b92!8m2!3d35.8994064!4d-84.1192932",True
"Gameday Men's Health Tuscaloosa, AL",Tuscaloosa,AL,"1000 13th St E, Tuscaloosa, AL 35404",2053790278,https://gamedaymenshealth.com/tuscaloosa-al/,5.0,132.0,Men's health physician,"Weight loss service, Endocrinologist, Health consultant, Health spa, Medical clinic, Medical office, Specialized clinic, Sports medicine clinic, Men's health physician, Wellness program",33.2011128,-87.52293159999999,35404,outscraper,True,high,ChIJm9Xl6aypiIgR8Yj4u4nafqA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH3kyy0XLhgxO4k5pNDudl-RPU4wkj8HaN8rTswBSTHgMp1bXSnOnddTPG51cI2urNvvn_642LcqrvgDO8J2j3iI7eJoloeBosziN9jINSTij1gxemnuOeCJXm4A1QmwP5nXq4Y__-G14k=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJm9Xl6aypiIgR8Yj4u4nafqA&q=*&authuser=0&hl=en&gl=US,https://gamedaymenshealth.com/tuscaloosa/appointment,"https://www.google.com/maps/place/Gameday+Men%27s+Health+Tuscaloosa%2C+AL/@33.2011128,-87.52293159999999,14z/data=!4m8!1m2!2m1!1sGameday+Men%27s+Health+Tuscaloosa%2C+AL!3m4!1s0x8888a9ace9e5d59b:0xa07eda89bbf888f1!8m2!3d33.2011128!4d-87.52293159999999",True
The Longevity Clinic,Columbia,MO,"100 S Keene St, Columbia, MO 65201",5739686822,https://thelongevitylab.biz/,5.0,9,Wellness center,"Weight loss service, Medical clinic, Nutritionist, Sleep clinic, Wellness center",38.9481928,-92.2901346,65201,outscraper,True,high,ChIJidXq_9253IcRVy05jZ4KACM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYhLKF3EllCEXqSVKDdwrTQDKkwogEuah1Dg5e6ZVfGtb_RhT1r3wPdx4NCM8Rs-wO6eXS-_46fv9p-1dp_p4Kq8sTwjFzzzdTYIsmGS4b7CRgFvCGh-24uuubNFm9mnqSwoQeajH-DJJd=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJidXq_9253IcRVy05jZ4KACM&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/The+Longevity+Clinic/@38.9481928,-92.2901346,14z/data=!4m8!1m2!2m1!1sThe+Longevity+Clinic!3m4!1s0x87dcb9ddffead589:0x23000a9e8d392d57!8m2!3d38.9481928!4d-92.2901346",True
UVA Health Children's Fitness Clinic,Charlottesville,VA,"1204 W Main St, Charlottesville, VA 22903",4349821607,https://uvahealth.com/locations/Childrens-Fitness-Clinic-LOC0000234468,,,Medical clinic,Medical clinic,38.0327463,-78.49740729999999,22903,outscraper,True,high,ChIJ54YKjf-Gs4kRA-x79pmCPv8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLXbBK4C0aF4wdH7i-FsVAjGsK0HOtsGo8SwSj1kBR0m-wLq_VTElAWHdqItHFC7JfR1ZxAlo5mLviRLButg3diozhnQqFUFQX5bzDLaAiN3HOjPtkcY7k7CSmLygS01lonhvB=w800-h500-k-no,,https://forms.uvahealth.com/appointment/?y_source=1_MTY4NDQwOTItNzE1LWxvY2F0aW9uLnJlc2VydmF0aW9uX3VybA==,"https://www.google.com/maps/place/UVA+Health+Children%27s+Fitness+Clinic/@38.0327463,-78.49740729999999,14z/data=!4m8!1m2!2m1!1sUVA+Health+Children%27s+Fitness+Clinic!3m4!1s0x89b386ff8d0a86e7:0xff3e8299f67bec03!8m2!3d38.0327463!4d-78.49740729999999",True
Body Fat Clinic,Bakersfield,CA,"1401 Commercial Way suite 110, Bakersfield, CA 93309",6618735852,http://www.bodyfatclinic.com/,5,74,Weight loss service,Weight loss service,35.3665042,-119.06029249999999,93309,outscraper,True,high,ChIJAzCJXgBD6oARxxzdiAPzB5c,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSbhkmOAMnVbEp-O8PPJVLs5ccZFHpw-ddTQ7BnRjr4Uh3mBCfpGahRtEL87X8giHhusWno-g8ev1dPyh_98vvTP5ohf6F-GL31OCY_6xL6JgCvLYbr3qkDDxvEESiSGBHLTPiQr3eoXw=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJAzCJXgBD6oARxxzdiAPzB5c&q=*&authuser=0&hl=en&gl=US,https://bodyfatclinic.com?rwg_token=AFd1xnGDvA3cFi-haVmlWIi9OZvD2eT7XNP2oMdPwI1btGijbhZco4Y7_hT3iE5ZpZxL38r5ICufiX8zDqfbcCypajrEqXdabomMU1tyVi4pzkHzFE8cVRM=,"https://www.google.com/maps/place/Body+Fat+Clinic/@35.3665042,-119.06029249999999,14z/data=!4m8!1m2!2m1!1sBody+Fat+Clinic!3m4!1s0x80ea43005e893003:0x9707f30388dd1cc7!8m2!3d35.3665042!4d-119.06029249999999",True
Summa Bariatric Care Center,Akron,OH,"95 Arch St Suites 175, Akron, OH 44304",3303756590,https://www.summahealth.org/weightloss,3.3,36,Weight loss service,Weight loss service,41.0820492,-81.4993465,44304,outscraper,True,high,ChIJR0wm0c4pMYgReoSP2Ew5q5k,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u_xna-1eVWUpDqu-XS_P7w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=88.017365&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJR0wm0c4pMYgReoSP2Ew5q5k&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Summa+Bariatric+Care+Center/@41.0820492,-81.4993465,14z/data=!4m8!1m2!2m1!1sSumma+Bariatric+Care+Center!3m4!1s0x883129ced1264c47:0x99ab394cd88f847a!8m2!3d41.0820492!4d-81.4993465",True
HealthCodes DNA,Chattanooga,TN,"24 Daydream Ln, Chattanooga, TN 37415",8887323362,,5.0,10,Biotechnology company,"Biotechnology company, Health consultant, Nutritionist, Physical fitness program, Wellness center, Wellness program",35.1543286,-85.2705623,37415,outscraper,True,high,ChIJ12YwmvWLYIgR8lzffJlHwOE,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NnY5n8OL7vtYl6uL78AGAQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=183.92592&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJ12YwmvWLYIgR8lzffJlHwOE&q=*&authuser=0&hl=en&gl=US,https://www.healthcodesdna.com/buynow,"https://www.google.com/maps/place/HealthCodes+DNA/@35.1543286,-85.2705623,14z/data=!4m8!1m2!2m1!1sHealthCodes+DNA!3m4!1s0x88608bf59a3066d7:0xe1c047997cdf5cf2!8m2!3d35.1543286!4d-85.2705623",False
Essence of Health Wellness Clinic,Chattanooga,TN,"752 E M L King Blvd, Chattanooga, TN 37403",4238052245,https://essenceofhealthwellnessclinic.com/,5.0,21,Medical clinic,"Weight loss service, Diabetes center, Doctor, Family planning center, Mental health service, Nutritionist, Occupational medical physician, Reproductive health clinic, Medical clinic, Youth care service",35.0418867,-85.2979561,37403,outscraper,True,high,ChIJLcUP_HNeYIgRcC98-F5ks68,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnZ_5xzpBdbYpTj6UY2p4aAqYdtDYbW67CuVSZ8AWvdI-ZR-Upnr0OUZt6qhvuCY0H0kCzXPzuQ2RAEFtfYt2RPYb9d8Oq6IJyYCfSeAo67nZcjcmJ4FCSnOA5zDPTt3JMeP63=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJLcUP_HNeYIgRcC98-F5ks68&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Essence+of+Health+Wellness+Clinic/@35.0418867,-85.2979561,14z/data=!4m8!1m2!2m1!1sEssence+of+Health+Wellness+Clinic!3m4!1s0x88605e73fc0fc52d:0xafb3645ef87c2f70!8m2!3d35.0418867!4d-85.2979561",True
The Renova Center,Norfolk,VA,"129 W Virginia Beach Blvd, Norfolk, VA 23510",7574523939,https://www.therenovacenter.com/,4.7,46,Wellness center,Wellness center,36.8572767,-76.2894906,23510,outscraper,True,high,ChIJgW4BEhSYuokRnNEYfGGiFko,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEuVpzJjvYy7bpCENvXXQFuO6LwtyYHnMn6pjtCTqnwiw26U7ZbDaU59xcc-G_DJ2S9nDXzdh62aSYhRaZOUSQak2B7itk6ypdR06DcYt9OsEYGxgXXfChdwudvxbAkw3k0hkWN=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJgW4BEhSYuokRnNEYfGGiFko&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/The+Renova+Center/@36.8572767,-76.2894906,14z/data=!4m8!1m2!2m1!1sThe+Renova+Center!3m4!1s0x89ba981412016e81:0x4a16a2617c18d19c!8m2!3d36.8572767!4d-76.2894906",True
"MedPhysicals Plus, LLC",Anchorage,AK,"4141 B St STE 210, Anchorage, AK 99503",9075617587,http://medphysicalsplus.com/,4.9,147.0,Occupational health service,Occupational health service,61.183071999999996,-149.8839309,99503,outscraper,True,high,ChIJL3xp6b-XyFYRATsS64Q-KSs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDGJ6vX3RSUB5z0P88S05TCom0crFhrqQdj2m-hSHn6W6_nnRvLM2t2ssUerU8784oZppBSCaFcKQKP4daYIWLDwYIpRuq4EqmaB7TfsJ_Mto95LHUy8cCLqLrFsv22d2qCQy6=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJL3xp6b-XyFYRATsS64Q-KSs&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/MedPhysicals+Plus%2C+LLC/@61.183071999999996,-149.8839309,14z/data=!4m8!1m2!2m1!1sMedPhysicals+Plus%2C+LLC!3m4!1s0x56c897bfe9697c2f:0x2b293e84eb123b01!8m2!3d61.183071999999996!4d-149.8839309",True
The Wellness Lounge,Anchorage,AK,"1005 E Dimond Blvd, Anchorage, AK 99515",9072224019,https://akwellnesslounge.com/,4.9,60.0,Wellness center,Wellness center,61.1451176,-149.86270159999998,99515,outscraper,True,high,ChIJYY5_f-WZyFYRxBMiHJo7XqQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLf4kxuyFRTqJI8WuPC0DjByRwa9yYdypCeN2hAQsM8CugiFqAsR532Q6cAtRlmWVizewEjEn0N50erYmBoe__PmnMhTKxdLApdVk-TNrImsTcVCla-Pxv1riUAPJ9kiTF2r4=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJYY5_f-WZyFYRxBMiHJo7XqQ&q=*&authuser=0&hl=en&gl=US,https://na02.patientnow.com/a/THEWELLNESSLOUNGE/OnlineBooking.aspx?rwg_token=AFd1xnHXXpWjYLFyJqJlmikkD_phEy_73Nwy7x8McEP-WIa6-XtbI8K7MemERQzE7YBpSrc4I-fgCIvlLel3S-HfBXJ8_dPIOHpYMfMFnPFdFtTVzk2dRtI=,"https://www.google.com/maps/place/The+Wellness+Lounge/@61.1451176,-149.86270159999998,14z/data=!4m8!1m2!2m1!1sThe+Wellness+Lounge!3m4!1s0x56c899e57f7f8e61:0xa45e3b9a1c2213c4!8m2!3d61.1451176!4d-149.86270159999998",True
Integrative Performance,Arlington,VA,"4141 Henderson Rd Suite 6, Arlington, VA 22203",7039458834,http://integrativeperformance.com/,5.0,75,Fitness center,"Fitness center, Diagnostic center, Nutritionist, Personal trainer",38.8758591,-77.10945819999999,22203,outscraper,True,high,ChIJHbEUY1vJt4kRi8vEAeSOyBM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_glmdsYcK5pEsAASYbComxdUwjwWEpCMHOcv4tRQiZOxGKDg2gJFTLgVWC9LrdkSAYVpYmRh73E0WkhimLuRjXzl2IPn5Vrz3zB7blewBPFWcmJJjeA_TTlyJNdZARlYiOmkR=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJHbEUY1vJt4kRi8vEAeSOyBM&q=*&authuser=0&hl=en&gl=US,https://integrativeperformance.com/contact/,"https://www.google.com/maps/place/Integrative+Performance/@38.8758591,-77.10945819999999,14z/data=!4m8!1m2!2m1!1sIntegrative+Performance!3m4!1s0x89b7c95b6314b11d:0x13c88ee401c4cb8b!8m2!3d38.8758591!4d-77.10945819999999",True
DexaFit Farmington (NWA - Northwest Arkansas),Farmington,AR,"140 Southwinds Rd Unit 150, Farmington, AR 72730",4793484382,http://www.nwa.dexafit.com/,5.0,113,Diagnostic center,Diagnostic center,36.037833899999995,-94.24864819999999,72730,outscraper,True,high,ChIJBWL5RM1xyYcRUuhC3Pz267Y,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHi8x2ksDZxTzjtr2LruOcAwoG-XbAKljZwYrhvkm-yrT87vhD_ivLn0TEludvQNUXOvXI6V3XNSTH189F8azojucF-YXkQTuXPs8cI_IWQeRrKeKBCoc_ICCJSEfwbws5cmQD-F4XzxjOc=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJBWL5RM1xyYcRUuhC3Pz267Y&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/DexaFit+Farmington+%28NWA+-+Northwest+Arkansas%29/@36.037833899999995,-94.24864819999999,14z/data=!4m8!1m2!2m1!1sDexaFit+Farmington+%28NWA+-+Northwest+Arkansas%29!3m4!1s0x87c971cd44f96205:0xb6ebf6fcdc42e852!8m2!3d36.037833899999995!4d-94.24864819999999",True
DexaFit Nashua,Nashua,NH,"98 Spit Brook Rd Suite 004, Nashua, NH 03062",6038802400,https://www.nashua.dexafit.com/,5.0,340,Wellness center,Wellness center,42.7085994,-71.45290159999999,03062,outscraper,True,high,ChIJPT24q4K744kRtgYqjglE42Q,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYyQo6cNxb1UTrfrZJ6lpIET90l1Y5o-wVKP3yja2B-cbWO_uGgBXcheGhXmf2jV5cizhjuXvaXBeqBxAV17CtS8znriI0JmZD67JvQ6G_fJlxaoFL83G0BBbUoMEIsPaVwctGbQ=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJPT24q4K744kRtgYqjglE42Q&q=*&authuser=0&hl=en&gl=US,https://www.nashua.dexafit.com/appointments,"https://www.google.com/maps/place/DexaFit+Nashua/@42.7085994,-71.45290159999999,14z/data=!4m8!1m2!2m1!1sDexaFit+Nashua!3m4!1s0x89e3bb82abb83d3d:0x64e344098e2a06b6!8m2!3d42.7085994!4d-71.45290159999999",True
UAMS Health - Ottenheimer Therapy and Fitness Center,Little Rock,AR,"UAMS Donald W. Reynolds Institute on Aging, 629 Jack Stephens Dr, Little Rock, AR 72205",5015265779,https://uamshealth.com/location/ottenheimer-therapy-fitness/,3.8,4,Physical therapy clinic,"Physical fitness program, Medical clinic, Physical therapy clinic, Specialized clinic",34.7461541,-92.3180797,72205,outscraper,True,high,ChIJBdQ-aF2l0ocRSlKOKJ5TZx8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxImEEwl4nn_he0FDileeLdIWl_GWBUtoJ-NkjmWkfY8J5b3bvAduoSFBirp7hWYr_kEugUISaWWq4-v-4nlKnzFiS_e4zvcQw534jjLzviJq7jGgY_V9dSYqted3X7XmuBds=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJBdQ-aF2l0ocRSlKOKJ5TZx8&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/UAMS+Health+-+Ottenheimer+Therapy+and+Fitness+Center/@34.7461541,-92.3180797,14z/data=!4m8!1m2!2m1!1sUAMS+Health+-+Ottenheimer+Therapy+and+Fitness+Center!3m4!1s0x87d2a55d683ed405:0x1f67539e288e524a!8m2!3d34.7461541!4d-92.3180797",True
"Gameday Men's Health West Des Moines, IA",Clive,IA,"13375 University Ave Suite 101, Clive, IA 50325",5152362005,https://gamedaymenshealth.com/west-des-moines/,5.0,165,Men's health physician,"Health consultant, Endocrinologist, Men's health physician, Health spa, Medical clinic, Medical office, Sports medicine clinic, Vitamin & supplements store, Weight loss service, Wellness program",41.6010644,-93.80251059999999,50325,outscraper,True,high,ChIJffVD97Yh7IcRKHHY_CItic4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFS6KVn3FQop4cWSEdUpQ525mYzFZ7WiaWURUbhNx13LjBplJUY9SJWvXlxs5WQWvgxtExlPCS1d2o82Tdaiw31_IjXYPzDdcgwSla4xrLrfjx-VjpUlj0Q8OAEZasmckKkgOAQ=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJffVD97Yh7IcRKHHY_CItic4&q=*&authuser=0&hl=en&gl=US,https://gamedaymenshealth.com/west-des-moines/appointment/,"https://www.google.com/maps/place/Gameday+Men%27s+Health+West+Des+Moines%2C+IA/@41.6010644,-93.80251059999999,14z/data=!4m8!1m2!2m1!1sGameday+Men%27s+Health+West+Des+Moines%2C+IA!3m4!1s0x87ec21b6f743f57d:0xce892d22fcd87128!8m2!3d41.6010644!4d-93.80251059999999",True
